PlayerID,TrialID,GameMode,IsHit,DisplayScore,TrueScore,TrueScoreMessagePopupTime,TrueScoreResponseTime,EstScore,EstScoreMessagePopupTime,EstScoreResponseTime,EstScoreConfidence,EstScoreConfidenceMessagePopupTime,EstScoreConfidenceResponseTime,TrueRule,TrueRuleMessagePopupTime,TrueRuleResponseTime,EstRule,EstRuleMessagePopupTime,EstRuleResponseTime,EstRuleConfidence,EstRuleConfidenceMessagePopupTime,EstRuleConfidenceResponseTime,MoleEndTime,MoleAppearTime,MoleDissapearTime,MoleCenter.x,MoleCenter.y,HitReactionTime,EstRuleAccuracy,PredictionError,DisplayScoreError,AbsPredictionError,AbsDisplayScoreError,LocX,LocY,Distance,Correct,scorePredictionRT,ruleEstimationRT
6,92,scoreEst,TRUE,81,81,NA,NA,82,07/09/2022 09:54:08.7323,07/09/2022 09:54:11.5766,3,07/09/2022 09:54:11.5766,07/09/2022 09:54:12.2573,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:12.5875,07/09/2022 09:54:08.2170,07/09/2022 09:54:12.3724,948,309,515.3,FALSE,1,0,1,0,3,-6,6.708203932499369,FALSE,2844.3,NA
6,93,scoreEst,TRUE,70,70,NA,NA,88,07/09/2022 09:54:13.2034,07/09/2022 09:54:15.6154,3,07/09/2022 09:54:15.6154,07/09/2022 09:54:16.4462,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:16.7760,07/09/2022 09:54:12.6045,07/09/2022 09:54:16.5597,948,309,597.9,FALSE,18,0,18,0,-4,-10,10.770329614269007,FALSE,2412.0000000000005,NA
6,94,scoreEst,TRUE,58,58,NA,NA,76,07/09/2022 09:54:17.4086,07/09/2022 09:54:21.5831,3,07/09/2022 09:54:21.5831,07/09/2022 09:54:22.3804,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:22.7104,07/09/2022 09:54:16.7936,07/09/2022 09:54:22.4947,660.2000732421875,422.6000061035156,615,FALSE,18,0,18,0,9.7999267578125,-11.600006103515623,15.185476813722024,FALSE,4174.5,NA
6,95,scoreEst,TRUE,77,77,NA,NA,84,07/09/2022 09:54:23.3757,07/09/2022 09:54:26.7022,3,07/09/2022 09:54:26.7022,07/09/2022 09:54:27.6822,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:28.0120,07/09/2022 09:54:22.7276,07/09/2022 09:54:27.7970,1146.7000732421875,777.20001220703125,648.1,FALSE,7,0,7,0,4.2999267578125,-7.20001220703125,8.386271275361352,FALSE,3326.5000000000005,NA
6,96,scoreEst,TRUE,70,70,NA,NA,72,07/09/2022 09:54:28.6776,07/09/2022 09:54:31.9041,3,07/09/2022 09:54:31.9041,07/09/2022 09:54:32.6860,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:33.0158,07/09/2022 09:54:28.0286,07/09/2022 09:54:32.7991,1201.5,554.5999755859375,649,FALSE,2,0,2,0,5.5,-9.5999755859375,11.06388409423183,FALSE,3226.5,NA
6,97,scoreEst,TRUE,44,44,NA,NA,39,07/09/2022 09:54:33.4980,07/09/2022 09:54:37.8209,3,07/09/2022 09:54:37.8209,07/09/2022 09:54:38.9845,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:39.3154,07/09/2022 09:54:33.0326,07/09/2022 09:54:39.0989,922,492.3000183105469,465.4,FALSE,-5,0,5,0,-7,-19.300018310546875,20.53023883902583,FALSE,4322.9000000000005,NA
6,98,scoreEst,TRUE,53,53,NA,NA,75,07/09/2022 09:54:39.9812,07/09/2022 09:54:42.9907,3,07/09/2022 09:54:42.9907,07/09/2022 09:54:43.6876,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:44.0188,07/09/2022 09:54:39.3320,07/09/2022 09:54:43.8021,1146.7000732421875,777.20001220703125,648.2,FALSE,22,0,22,0,5.2999267578125,-16.20001220703125,17.044929426258662,FALSE,3009.5,NA
6,99,scoreEst,TRUE,82,82,NA,NA,84,07/09/2022 09:54:44.6511,07/09/2022 09:54:48.0602,2,07/09/2022 09:54:48.0602,07/09/2022 09:54:49.0731,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:49.4036,07/09/2022 09:54:44.0354,07/09/2022 09:54:49.1884,1180.5,420.2999877929688,615.7,FALSE,2,0,2,0,6.5,0.7000122070311932,6.537584958529616,FALSE,3409.1,NA
6,100,scoreEst,TRUE,21,21,NA,NA,10,07/09/2022 09:54:50.1193,07/09/2022 09:54:53.5616,2,07/09/2022 09:54:53.5616,07/09/2022 09:54:55.0731,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:54:55.4038,07/09/2022 09:54:49.4203,07/09/2022 09:54:55.1879,1146.7000732421875,777.20001220703125,699,FALSE,-11,0,11,0,1.2999267578125,-29.20001220703125,29.22893296831841,FALSE,3442.3,NA
6,101,scoreEst,TRUE,66,66,NA,NA,77,07/09/2022 09:54:55.9533,07/09/2022 09:55:00.0433,3,07/09/2022 09:55:00.0433,07/09/2022 09:55:01.5391,skill,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2022 09:55:01.8704,07/09/2022 09:54:55.4208,07/09/2022 09:55:01.6544,1011,669.300048828125,532.5,FALSE,11,0,11,0,9,-8.300048828125,12.242990261748115,FALSE,4090,NA
